instancia,tipo_sede,alcaldia,sede,calle,numero_exterior,numero_interior,colonia,colonia_servicio_postal_mexicano,codigo_postal_servicio_postal_mexicano,referencia_de_ubicacion,latitud,longitud,dias_atencion,horario_ini,horario_fin,telefono_uno,telefono_dos,telefono_tres,telefono_cuatro
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,GUSTAVO A. MADERO,Módulo Abogadas de las Mujeres FDS4,"Cerrada Sur de los Cien Metros, esquina Eje Central",S/N,S/N,Nueva Vallejo,Nueva Vallejo,07750,En el interior de la Agencia del Ministerio Público,19.484394,-99.145026,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,COYOACAN,Módulo Abogadas de las Mujeres COY 4,Chichimecas y Rey Tepalcanzin,S/N,S/N,Ajusco,Ajusco,04300,En el interior de la Agencia del Ministerio Público,19.319735,-99.158908,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 8,Chimalpopoca,100,S/N,Obrera,Obrera,06010,En el interior de la Agencia del Ministerio Público,19.422868,-99.137207,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,XOCHIMILCO,Módulo Abogadas de las Mujeres XO 1,Circuito Martínez  de Castro,S/N,S/N,San Mateo Jalpa,San Mateo Jalpa,16800,En el interior de la Agencia del Ministerio Público,19.236456,-99.127478,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,XOCHIMILCO,Xochimilco - Laureana Wright González - San Cristóbal,Dalia,S/N,S/N,Barrio San Cristóbal,Barrio San Cristóbal,16080,"Plaza San Cristobal, C.P. 16080",19.261856,-99.105266,Lunes a Viernes De 09:00 a 17:00 <br><br> Sábados:<br> Asesoría jurídica.,09:00:00,15:00:00,5551616504,5522085571,5522085569,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO DE ATENCIÓN VIAJA SEGURA,IZTACALCO,Módulo de Atención Viaja Segura Pantitlán,Eje 1 Norte Miguel Lebrija (acceso a STC linea 1),S/N,linea 1 pasillo de salida hacia CETRAM antes de los torniquetes,Col. Agrícola Pantitlán Y Adolfo López Mateos,Col. Agrícola Pantitlán Y Adolfo López Mateos,15690,"En el interior de la Estación del Metro Pantitlán, frente a torniquetes",19.414818,-99.072017,Lunes a Viernes,08:00:00,16:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,BENITO JUAREZ,Benito Juárez - Benita Galeana - Eje 5 Sur,Eje 5 Sur Ramos Millán,95,S/N,Niños Héroes,Niños Héroes,03440,C.P. 03440,19.383468,-99.143634,Lunes a Viernes,09:00:00,17:00:00,5521244929,5515435988,5515435944,NA
SECRETARÍA  DE LAS MUJERES,LUNA,BENITO JUAREZ,Benito Juárez -Benita Galeana - Eje Central,Eje Central Lázaro Cárdenas,695,Piso 1,Narvarte Poniente,Narvarte Poniente,03020,C.P. 03020,19.39089,-99.146823,Lunes a Viernes De 09:00 a 17:00 <br><br> Sábados:<br> Asesoría jurídica.,09:00:00,15:00:00,5591800495,5555790206,5551600039,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,GUSTAVO A. MADERO,Módulo Abogadas de las Mujeres GAM 1,Emiliano Zapata y Guadalupe Victoria,S/N,S/N,Cuautepec Barrio Bajo,Cuautepec Barrio Bajo,07200,En el interior de la Agencia del Ministerio Público,19.537507,-99.141277,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,GUSTAVO A. MADERO,Módulo Abogadas de las Mujeres GAM 6,Francisco  Novoa y Nezahualcóyotl Aragón,S/N,S/N,Aragón La Villa,Aragón La Villa,07000,En el interior de la Agencia del Ministerio Público,19.477322,-99.112715,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,VENUSTIANO CARRANZA,Módulo Abogadas de las Mujeres VC 3,Francisco del Paso y Troncoso esquina Fray Servando Teresa de Mier,S/N,S/N,Jardín Balbuena,Jardín Balbuena,15900,En el interior de la Agencia del Ministerio Público,19.419591,-99.114054,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,VENUSTIANO CARRANZA,Módulo Abogadas de las Mujeres FDS3,Francisco del Paso y Troncoso esquina Fray Servando Teresa de Mier,S/N,S/N,Jardín Balbuena,Jardín Balbuena,15900,En el interior de la Agencia del Ministerio Público,19.419806,-99.114156,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,XOCHIMILCO,Xochimilco - Laureana Wright González - El Rosario,Francisco I. Madero,11,S/N,El Rosario,El Rosario,16070,C.P. 16070,19.261022,-99.099139,Lunes a Viernes,09:00:00,17:00:00,5552043009,5556751188,5522085517,5591549156
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres FDS6,General  Gabriel Hernández,56,primer piso,Doctores,Doctores,06720,En el interior de la Agencia del Ministerio Público,19.424498,-99.147112,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres Fiscalía de Procesos en Juzgados de lo Familiar,General Gabriel Hernández,56,cuarto piso,Doctores,Doctores,06720,En el interior de la Agencia del Ministerio Público,19.424059,-99.147631,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres Fiscalía Especializada de personas adultas mayores víctimas de violencia familiar,General Gabriel Hernández,56,planta baja,Doctores,Doctores,06720,En el interior de la Agencia del Ministerio Público,19.424706,-99.147267,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,XOCHIMILCO,Módulo Abogadas de las Mujeres XO 2,Gladiola esquina Cuitláhuac,S/N,S/N,Barrio San Pedro,Barrio San Pedro,16090,En el interior de la Agencia del Ministerio Público,19.257507,-99.108353,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,TLALPAN,Módulo Abogadas de las Mujeres TLP 2 Y 3,Jojutla y Mariano Matamoros,S/N,S/N,Tlalpan Centro,Tlalpan Centro,14000,En el interior de la Agencia del Ministerio Público,19.283571,-99.165804,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,CUAJIMALPA DE MORELOS,Cuajimalpa de Morelos - Amparo Ochoa - Castorena,José María Castorena,187,S/N,Cuajimalpa,Cuajimalpa,05000,C.P. 05500,19.356552,-99.294886,Lunes a Viernes De 09:00 a 17:00 <br><br> Sábados:<br> Atención de primera vez y Asesoría jurídica.,09:00:00,15:00:00,5591319552,5517355999,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 2,Juan Aldama y Luis Donaldo Colosio,S/N,S/N,Buenavista,Buenavista,06350,En el interior de la Agencia del Ministerio Público,19.441533,-99.151502,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,MIGUEL HIDALGO,Módulo Abogadas de las Mujeres MH 2,Lago Erne y Lago Kolind,S/N,S/N,Pensil Norte,Pensil Norte,11430,En el interior de la Agencia del Ministerio Público,19.449512,-99.194594,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,TLAHUAC,Módulo Abogadas de las Mujeres TLH 1,Leandro Valle esquina Piraña y Langosta,S/N,S/N,Del Mar,Del Mar,13270,En el interior de la Agencia del Ministerio Público,19.282827,-99.064391,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,COYOACAN,Coyoacán - Tina Modotti - Copilco,Leopoldo Salazar,S/N,S/N,Copilco El Alto,Copilco El Alto,04360,"Esquina con Carlos González peña, C.P. 04360",19.332732,-99.177175,Lunes a Viernes De 09:00 a 17:00 <br><br> Sábados:<br> Atención de primera vez y Asesoría jurídica.,09:00:00,15:00:00,5591548938,5556595587,5515454578,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,MIGUEL HIDALGO,Módulo Abogadas de las Mujeres MH 1,Mar Arábigo esquina Avenida México Tacuba,S/N,S/N,Tacuba,Tacuba,11410,En el interior de la Agencia del Ministerio Público,19.458844,-99.185551,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,TLAHUAC,Tláhuac - Rosario Castellanos,Margarita,5,S/N,Quiahuatla,Quiahuatla,13090,"Entre Geranio y Jacaranda, C.P. 13090",19.262666,-99.004112,Lunes a Viernes De 09:00 a 17:00 <br><br> Sábados:<br> Atención de primera vez y Asesoría jurídica.,09:00:00,15:00:00,5552668764,NA,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,MIGUEL HIDALGO,Módulo Abogadas de las Mujeres MH 3,Monte Altai y Avenida de los Alpes,S/N,S/N,Lomas De Chapultepec,Lomas De Chapultepec,11000,En el interior de la Agencia del Ministerio Público,19.427092,-99.210189,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,TLAHUAC,Módulo Abogadas de las Mujeres TLH 2,Nicolás Bravo esq. Cuitláhuac,S/N,S/N,Barrio La Asunción,Barrio La Asunción,13000,En el interior de la Agencia del Ministerio Público,19.270612,-99.004486,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,BENITO JUAREZ,Módulo Abogadas de las Mujeres BJ 5,Orinoco esquina  con Bretaña,S/N,S/N,Zacahuizco,Zacahuizco,03550,En el interior de la Agencia del Ministerio Público,19.373494,-99.140093,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 3,Peralvillo,122,S/N,Morelos,Morelos,06200,En el interior de la Agencia del Ministerio Público,19.451474,-99.131376,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,TLALPAN,Módulo Abogadas de las Mujeres TLP 4,Periférico Sur esquina Canal Nacional,S/N,S/N,Granjas Coapa,Granjas Coapa,14330,En el interior de la Agencia del Ministerio Público,19.295272,-99.102153,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,MIGUEL HIDALGO,Módulo Abogadas de las Mujeres MH 4 Y 5,Privada  General  Sostenes  Rocha esquina Cerrada de las Huertas,S/N,S/N,Ampliación Daniel Garza,Ampliación Daniel Garza,11840,En el interior de la Agencia del Ministerio Público,19.406897,-99.191727,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,CUAJIMALPA DE MORELOS,Cuajimalpa de Morelos - Amparo Ochoa - Contadero,Prolongación  16 de Septiembre,S/N,S/N,Contadero,Contadero,05500,"Casi esquina Av. Veracruz, C.P. 05500",19.348281,-99.303115,Lunes a Viernes,09:00:00,17:00:00,5558135000,NA,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,ALVARO OBREGON,Álvaro Obregón - Alaíde Foppa - Parque de la Juventud,Prolongación Calle 4,S/N,S/N,Tolteca,Tolteca,01150,"Dentro del Parque de la Juventud , C.P. 01150",19.391201,-99.198028,Lunes a Viernes,09:00:00,17:00:00,5552724060,5517156088,5558016298,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 1,Prolongación Lerdo,322,S/N,San Simón Tolnahuac,San Simón Tolnahuac,06920,En el interior de la Agencia del Ministerio Público,19.456447,-99.140329,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,VENUSTIANO CARRANZA,Venustiano Carranza - Esperanza Brito de Martí,Prolongación Lucas Alamán,11,Piso 1,Del Parque,Del Parque,15960,C.P. 15960,19.418713,-99.118977,Lunes a Viernes De 09:00 a 17:00 <br><br> Sábados:<br> Asesoría jurídica.,09:00:00,15:00:00,5521210145,5555525692,5516731905,5557644495
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 4,República de Paraguay,35,S/N,Centro,Centro,06020,En el interior de la Agencia del Ministerio Público,19.441685,-99.133552,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,LUNA,CUAUHTEMOC,Cuauhtémoc - Juana de Asbaje - Danubio,Río Danubio,S/N,S/N,Cuauhtémoc,Cuauhtémoc,06500,"Esquina Río Lerma, Arriba del mercado Cuautémoc, CP. 06500",19.429647,-99.166772,Lunes a Viernes,09:00:00,17:00:00,5522301557,NA,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,VENUSTIANO CARRANZA,Módulo Abogadas de las Mujeres VC 1,San Ciprián  esquina General Anaya,S/N,S/N,Merced Balbuena,Merced Balbuena,15210,En el interior de la Agencia del Ministerio Público,19.427129,-99.121809,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,IZTAPALAPA,Módulo Abogadas de las Mujeres IZP 7,San Lorenzo Tezonco,310,S/N,San Nicolás Tolentino,San Nicolás Tolentino,09850,En el interior de la Agencia del Ministerio Público,19.337954,-99.074875,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 5,Santa María la Ribera,35,S/N,Santa María La Ribera,Santa María La Ribera,06400,En el interior de la Agencia del Ministerio Público,19.442756,-99.158043,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,COYOACAN,Módulo Abogadas de las Mujeres COY 1 Y 2,Tecualiapan y Zompantitla,S/N,S/N,Romero De Terreros,Romero De Terreros,04310,En el interior de la Agencia del Ministerio Público,19.344355,-99.166661,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,IZTAPALAPA,Módulo Abogadas de las Mujeres FDS5,Telecomunicaciones esquina Calle 3,S/N,S/N,Tepalcates,Tepalcates,09210,En el interior de la Agencia del Ministerio Público,19.381896,-99.040935,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE LAS MUJERES,MÓDULO ABOGADAS DE LAS MUJERES,CUAUHTEMOC,Módulo Abogadas de las Mujeres CUH 6,Victoria,76,S/N,Centro (Área 1),Centro (Área 1),06000,En el interior de la Agencia del Ministerio Público,19.431812,-99.145896,Lunes a Domingo,08:00:00,21:00:00,55122772,22122836,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),IZTAPALAPA,Hospital Comunitario Emiliano Zapata,Calle Cuco Sánchez,Mz. 143,1,Ampliación Emiliano Zapata,Ampliación Emiliano Zapata,09638,Esquina Pedro Infante,19.339269,-98.978377,Lunes a Viernes,08:00:00,16:00:00,5551321260 ext 1377,5551321258 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),TLALPAN,Hospital General Ajusco Medio,Calle Encino,42,NA,Miguel Hidalgo 4a Sección,Miguel Hidalgo 4a Sección,14250,Entre Piña Nona y Hortensia,19.272229,-99.207837,Lunes a Viernes,07:00:00,15:00:00,5551321251 ext 1377,5551321250 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),VENUSTIANO CARRANZA,Hospital General Balbuena,Cecilio Robelo y Sur,S/N,NA,Colonia Aeronáutica Militar,Colonia Aeronáutica Militar,15970,NA,19.424215,-99.115412,Lunes a Viernes,07:00:00,15:00:00,5551321251 ext 1377,5551321251 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),CUAUHTEMOC,Hospital General Dr. Gregorio Salas,Carmen,42,NA,Colonia Centro,Colonia Centro,06000,NA,19.437765,-99.129559,Lunes a Viernes,07:30:00,15:30:00,5551321253 ext 1377,5551321252 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),MIGUEL HIDALGO,Hospital General Dr. Rubén Leñero,Calle Salvador Díaz Mirón,344,NA,Un Hogar Para Nosotros,Un Hogar Para Nosotros,11340,NA,19.45096,-99.169367,Lunes a Viernes,07:00:00,15:00:00,5551321256 ext 1377,5551321254 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),IZTAPALAPA,Hospital General Iztapalapa,Calzada Ermita Iztapalapa,3018,NA,Colonia Citlalli,Colonia Citlalli,09660,NA,19.343129,-99.02726,Lunes a Viernes,08:00:00,16:00:00,5551321254 ext 1377,5551321253 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),GUSTAVO A. MADERO,Hospital General Ticomán,Plan de San Luis,7,NA,La Purísima Ticomán,La Purísima Ticomán,07330,NA,19.514491,-99.137764,Lunes a Viernes,07:00:00,15:00:00,5551321257 ext 1377,5551321255 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),TLAHUAC,Hospital General Tláhuac,Avenida La Turba,655,NA,Villa Centroamericana,Villa Centroamericana,13278,Esquina con Gabriela Mistral,19.287482,-99.052705,Lunes a Viernes,08:00:00,16:00:00,5551321258 ext 1377,5551321256 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),BENITO JUAREZ,Hospital General Xoco,Avenida México Coyoacán,S/N,NA,Colonia General Anaya,Colonia General Anaya,03330,Esquina con Bruno Trave,19.360292,-99.1623,Lunes a Viernes,07:00:00,15:00:00,5551321259 ext 1377,5551321257 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),GUSTAVO A. MADERO,Hospital Materno Infantil Cuautepec,Avenida Emiliano Zapata,17,NA,Colonia Cuautepec Barrio Bajo,Colonia Cuautepec Barrio Bajo,07210,NA,19.539804,-99.141,Lunes a Viernes,08:00:00,16:00:00,5551321261 ext 1377,5551321259 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),TLAHUAC,Hospital Materno Infantil Tláhuac,Avenida Tláhuac Chalco,231,NA,La Habana,La Habana,13050,NA,19.265136,-98.997951,Lunes a Viernes,07:00:00,15:00:00,5551321262 ext 1377,5551321260 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),XOCHIMILCO,Hospital Materno Pediátrico Xochimilco,Prolongación 16 Septiembre,S/N,NA,Barrio Xaltocan,Barrio Xaltocan,16090,NA,19.254776,-99.104376,Lunes a Viernes,07:00:00,15:00:00,5551321263 ext 1377,5551321261 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),COYOACAN,Hospital Pediátrico Coyoacán,Prolongación Moctezuma,18,NA,Del Carmen,Del Carmen,04100,NA,19.345835,-99.168048,"Sábados, domingos y festivos",07:00:00,19:00:00,5551321264 ext 1377,5551321262 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),IZTACALCO,Hospital Pediátrico Iztacalco,Terraplén del Río Frío,S/N,NA,La Cruz,La Cruz,08310,NA,19.402506,-99.117794,Lunes a Viernes,08:00:00,16:00:00,5551321265 ext 1377,5551321263 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),GUSTAVO A. MADERO,Hospital Pediátrico La Villa,Avenida Cantera,S/N,NA,Colonia Estanzuela,Colonia Estanzuela,07060,Esquina con Avenida Hidalgo,19.487223,-99.114269,Lunes a Viernes,07:00:00,14:00:00,5551321269 ext 1377,5551321267 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),MIGUEL HIDALGO,Hospital Pediátrico Legaria,Calzada Legaria,371,NA,México Nuevo,México Nuevo,11260,NA,19.450748,-99.20293,Lunes a Viernes,07:00:00,15:00:00,5551321266 ext 1377,5551321264 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),VENUSTIANO CARRANZA,Hospital Pediátrico Moctezuma,Calle Oriente 158,189,NA,Colonia Moctezuma 2a Seccion,Colonia Moctezuma 2a Seccion,15530,NA,19.432786,-99.098143,Lunes a Viernes,07:00:00,15:00:00,5551321267 ext 1377,5551321265 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),GUSTAVO A. MADERO,Hospital Pediátrico San Juan De Aragón,Avenida 506,S/N,NA,An Juan De Aragón I Sección,An Juan De Aragón I Sección,07969,Entre 517 y 521,19.458105,-99.092421,Lunes a Viernes,08:00:00,16:00:00,5551321268 ext 1377,5551321266 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),IZTAPALAPA,T-III Dr. Rafael Carrillo,Guadalupe Victoria,32,NA,Barrio San Lucas,Barrio San Lucas,09000,Esquina Cerrada Victoria,19.360392,-99.094595,Lunes a Viernes,08:00:00,16:00:00,5551321270 ext 1377,5551321268 ext 1381,NA,NA
SECRETARÍA  DE SALUD,SERVICIOS ESPECIALIZADOS DE PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA DE GÉNERO (SEPAVIGE),MILPA ALTA,T-III San Pablo Oztotepec,Matamoros,S/N,NA,Pueblo San Pablo Oztotepec,Pueblo San Pablo Oztotepec,12400,NA,19.187347,-99.072553,Lunes a Viernes,08:00:00,16:00:00,5551321271 ext 1377,5551321269 ext 1381,NA,NA
